repository_id,developer_id_1,developer_id_2,begin_contribution_date,end_contribution_date,contribution_days
1018,203,108787,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,109279,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,128588,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,134389,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,168160,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,223056,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,289092,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,359809,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,535454,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,644767,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,883111,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,975666,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,1200952,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,1530004,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,1956414,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,203,2832618,2014-03-06 18:21:04,2014-03-06 18:21:04,0
1018,439,962,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,963,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,974,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,995,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,1003,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,1199,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,1831,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,3215,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,5305,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,6221,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,6396,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,6400,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,6408,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,6418,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,8209,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,9326,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,9779,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,9930,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,10047,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,10058,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,11032,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,12662,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,14005,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,14956,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,17715,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,31284,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,39559,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,41747,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,48889,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,51014,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,51565,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,63463,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,65645,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,65730,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,89579,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,108787,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,109279,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,125244,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,128588,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,207900,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,251509,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,274885,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,320603,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,359809,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,372376,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,451267,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,535454,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,549366,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,439,1530004,2013-04-07 08:19:50,2013-04-07 08:40:55,0
1018,962,963,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,974,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,992,2014-02-27 02:14:14,2014-03-11 01:07:52,11
1018,962,995,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,1001,2012-10-30 15:42:44,2012-10-30 15:42:44,0
1018,962,1003,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,1199,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,1831,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,3215,2012-11-27 14:52:49,2013-05-25 20:03:02,179
1018,962,3941,2014-01-21 22:24:58,2014-01-21 22:24:58,0
1018,962,4130,2013-03-01 20:09:36,2013-03-01 20:09:36,0
1018,962,5305,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,6221,2012-09-18 22:35:29,2013-07-05 03:57:13,289
1018,962,6396,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,6400,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,6408,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,6409,2012-09-18 22:35:29,2013-03-14 14:57:13,176
1018,962,6418,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,8209,2013-01-12 04:59:57,2014-03-11 01:07:52,422
1018,962,8835,2012-09-18 22:35:29,2012-10-29 21:23:10,40
1018,962,9211,2013-04-26 23:14:39,2013-04-26 23:14:39,0
1018,962,9215,2013-04-08 16:59:15,2014-03-11 01:07:52,336
1018,962,9326,2013-03-08 18:41:28,2014-03-11 01:07:52,367
1018,962,9779,2012-09-18 22:35:29,2013-08-24 23:46:31,340
1018,962,9858,2013-07-27 11:13:55,2013-07-27 11:13:55,0
1018,962,9930,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,10047,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,10058,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,10160,2013-10-17 00:11:19,2013-10-17 00:11:19,0
1018,962,11032,2012-09-18 22:35:29,2014-01-23 14:59:21,491
1018,962,11961,2013-11-06 11:58:03,2014-03-11 01:07:52,124
1018,962,12573,2012-12-17 05:23:23,2012-12-17 05:23:23,0
1018,962,12662,2012-09-18 22:35:29,2013-10-29 19:49:41,405
1018,962,13567,2013-12-11 15:14:10,2013-12-11 15:14:10,0
1018,962,13798,2013-07-04 16:52:14,2013-07-04 16:52:14,0
1018,962,14005,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,14956,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,15030,2013-07-24 18:17:28,2013-07-24 18:17:28,0
1018,962,17401,2012-09-18 22:35:29,2013-01-09 17:01:22,112
1018,962,17715,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,18787,2012-10-24 04:14:25,2012-10-24 04:14:25,0
1018,962,19076,2013-09-01 17:41:00,2014-03-11 01:07:52,190
1018,962,19930,2013-11-12 20:19:13,2013-11-12 20:19:13,0
1018,962,21464,2013-07-13 23:34:52,2013-07-13 23:34:52,0
1018,962,23180,2012-10-08 12:01:30,2012-10-08 12:01:30,0
1018,962,23250,2013-08-22 17:58:27,2013-08-22 17:58:27,0
1018,962,24358,2013-11-26 20:49:28,2013-11-26 20:49:28,0
1018,962,27543,2012-09-18 22:35:29,2013-03-14 02:17:07,176
1018,962,29256,2013-07-30 13:43:31,2013-07-30 13:43:31,0
1018,962,31284,2012-11-30 21:02:39,2014-03-11 01:07:52,465
1018,962,32731,2013-05-06 19:53:35,2014-03-11 01:07:52,308
1018,962,32952,2013-05-10 01:19:02,2013-05-10 01:19:02,0
1018,962,36486,2013-01-09 13:04:46,2013-01-09 13:04:46,0
1018,962,36590,2013-01-21 10:08:07,2013-01-21 10:08:07,0
1018,962,36729,2014-02-25 20:48:31,2014-02-25 20:48:31,0
1018,962,36752,2013-11-22 02:44:08,2013-12-11 03:10:10,19
1018,962,37157,2013-06-15 07:48:36,2013-06-15 07:48:36,0
1018,962,38246,2013-01-18 13:51:09,2013-03-15 16:31:48,56
1018,962,38525,2013-05-16 14:03:25,2013-05-16 14:03:25,0
1018,962,39489,2013-09-11 16:18:25,2013-09-11 16:18:25,0
1018,962,39559,2013-03-04 02:03:40,2014-03-11 01:07:52,371
1018,962,41747,2013-03-14 21:11:15,2014-03-11 01:07:52,361
1018,962,43290,2013-02-09 01:47:00,2013-02-09 01:47:00,0
1018,962,45646,2013-08-14 19:31:33,2013-08-14 19:31:33,0
1018,962,45767,2014-02-17 15:22:05,2014-02-17 15:22:05,0
1018,962,48889,2013-03-03 04:53:51,2014-02-18 18:10:30,352
1018,962,51014,2013-02-26 14:28:53,2014-03-11 01:07:52,377
1018,962,51565,2012-09-18 22:35:29,2013-08-05 09:56:40,320
1018,962,53131,2013-02-15 22:21:48,2013-02-15 22:21:48,0
1018,962,55621,2014-02-10 18:56:09,2014-02-10 18:56:09,0
1018,962,55716,2013-08-02 16:57:46,2013-08-02 16:57:46,0
1018,962,56518,2014-02-24 19:16:40,2014-02-24 19:16:40,0
1018,962,63463,2012-09-18 22:35:29,2013-04-08 08:32:53,201
1018,962,64572,2012-09-18 22:35:29,2013-04-03 07:35:39,196
1018,962,64994,2012-09-18 22:35:29,2013-03-14 20:49:14,176
1018,962,65645,2012-09-18 22:35:29,2014-02-15 03:30:30,514
1018,962,65730,2012-09-18 22:35:29,2013-08-20 13:53:54,335
1018,962,68080,2013-06-11 20:56:03,2013-12-12 16:16:48,183
1018,962,69994,2013-04-08 22:33:49,2013-04-08 22:33:49,0
1018,962,70698,2012-09-18 22:35:29,2013-03-13 15:02:37,175
1018,962,71750,2013-10-21 13:47:57,2013-10-21 13:47:57,0
1018,962,72660,2013-03-01 20:10:36,2013-03-01 20:10:36,0
1018,962,72794,2013-10-14 14:53:59,2013-10-14 14:53:59,0
1018,962,73761,2013-05-15 19:14:20,2013-05-15 19:16:09,0
1018,962,74298,2013-12-07 21:33:26,2013-12-07 21:33:26,0
1018,962,78679,2013-01-07 19:35:42,2013-01-07 19:35:42,0
1018,962,78768,2013-11-21 15:39:23,2013-11-21 15:39:23,0
1018,962,79778,2014-01-03 11:37:16,2014-01-03 11:37:16,0
1018,962,80197,2014-01-10 19:53:47,2014-01-10 19:53:47,0
1018,962,80501,2013-03-31 03:32:06,2013-03-31 03:32:06,0
1018,962,87176,2012-10-01 22:10:32,2012-10-01 22:10:32,0
1018,962,89579,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,96552,2012-09-18 22:35:29,2012-10-15 19:07:24,26
1018,962,96783,2013-03-12 12:21:43,2013-03-12 12:21:43,0
1018,962,99367,2013-10-04 11:59:38,2013-10-04 11:59:38,0
1018,962,100881,2013-02-10 22:19:43,2013-02-10 22:19:43,0
1018,962,105379,2013-09-12 18:13:32,2013-09-12 18:13:32,0
1018,962,106334,2013-09-25 18:04:17,2013-09-25 18:04:52,0
1018,962,108787,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,109279,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,112398,2014-03-01 02:09:29,2014-03-01 02:09:29,0
1018,962,113430,2012-10-23 13:01:26,2012-10-23 14:27:19,0
1018,962,125244,2012-09-18 22:35:29,2013-11-22 14:17:16,429
1018,962,128588,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,134389,2013-12-03 04:59:34,2014-03-11 01:07:52,97
1018,962,134626,2012-09-18 22:35:29,2013-03-05 08:20:23,167
1018,962,135433,2012-10-09 10:14:00,2012-10-09 10:14:00,0
1018,962,141264,2014-03-09 11:16:39,2014-03-09 11:16:39,0
1018,962,143713,2013-04-29 13:25:08,2013-05-01 17:46:31,2
1018,962,144292,2012-10-23 18:45:10,2012-10-23 18:45:10,0
1018,962,147212,2012-12-27 20:08:23,2013-01-19 00:25:52,22
1018,962,160844,2012-09-23 00:48:47,2012-09-23 00:48:47,0
1018,962,167911,2012-10-30 23:04:29,2012-10-30 23:04:29,0
1018,962,168160,2014-02-27 20:45:18,2014-03-11 01:07:52,11
1018,962,180923,2013-10-10 20:24:53,2013-10-15 14:31:14,4
1018,962,186739,2013-03-12 21:37:13,2013-03-13 17:11:42,0
1018,962,187519,2012-09-18 22:35:29,2012-10-09 00:51:59,20
1018,962,202181,2014-01-05 11:07:54,2014-01-06 14:29:24,1
1018,962,207900,2013-02-23 16:59:05,2013-11-06 16:46:38,255
1018,962,221359,2013-07-01 22:46:49,2013-07-08 04:11:22,6
1018,962,223056,2013-11-19 21:38:15,2014-03-11 01:07:52,111
1018,962,232765,2013-06-04 07:09:00,2013-06-04 07:09:00,0
1018,962,233850,2013-04-18 22:34:12,2013-04-18 22:34:12,0
1018,962,244389,2014-03-06 20:44:18,2014-03-06 20:44:18,0
1018,962,251509,2012-09-18 22:35:29,2013-11-06 03:23:35,413
1018,962,264561,2013-12-14 22:47:00,2013-12-14 22:47:00,0
1018,962,274885,2012-12-05 11:49:57,2013-07-08 17:09:44,215
1018,962,277519,2013-12-02 10:18:37,2013-12-02 10:18:37,0
1018,962,289092,2013-04-30 22:24:48,2014-03-11 01:07:52,314
1018,962,301614,2013-04-18 23:01:14,2013-04-18 23:01:14,0
1018,962,318560,2013-07-17 20:10:09,2013-07-17 20:10:09,0
1018,962,320603,2012-10-07 10:04:26,2013-07-29 15:34:12,295
1018,962,320704,2012-11-30 01:13:52,2012-11-30 01:13:52,0
1018,962,344213,2013-03-18 14:10:41,2013-03-18 14:10:41,0
1018,962,359809,2012-09-18 22:35:29,2014-03-11 01:07:52,538
1018,962,361774,2013-04-10 13:38:02,2013-04-16 07:51:56,5
1018,962,372376,2012-09-18 22:35:29,2014-02-07 17:50:29,506
1018,962,391036,2014-03-10 20:42:58,2014-03-11 01:07:52,0
1018,962,419256,2012-10-09 03:01:03,2012-10-09 03:01:03,0
1018,962,449745,2012-09-24 10:18:05,2012-09-24 10:18:05,0
1018,962,451267,2012-09-18 22:35:29,2013-12-20 08:29:06,457
1018,962,456559,2013-03-18 00:44:43,2013-03-18 00:44:43,0
1018,962,462474,2013-04-23 07:38:17,2013-11-04 14:59:25,195
1018,962,535454,2012-10-23 13:04:05,2014-03-11 01:07:52,503
1018,962,539505,2013-10-22 07:27:02,2013-10-22 07:27:02,0
1018,962,540942,2012-10-13 02:56:51,2012-10-13 02:56:51,0
1018,962,549366,2012-09-18 22:35:29,2013-12-13 21:21:10,450
1018,962,620460,2014-02-01 15:10:25,2014-02-01 15:10:25,0
1018,962,637056,2014-01-29 01:36:22,2014-01-29 01:36:22,0
1018,962,644767,2013-11-28 20:25:30,2014-03-11 01:07:52,102
1018,962,660460,2013-01-02 15:28:41,2013-01-03 01:46:07,0
1018,962,665270,2014-02-09 09:37:55,2014-02-09 09:37:55,0
1018,962,712940,2013-09-22 14:06:58,2013-09-22 14:06:58,0
1018,962,757676,2012-10-17 17:10:39,2012-10-17 17:10:39,0
1018,962,767220,2013-03-03 21:11:08,2013-03-03 21:11:08,0
1018,962,769869,2013-12-14 21:36:41,2013-12-14 21:36:41,0
1018,962,790137,2012-09-19 00:35:29,2012-09-19 00:35:29,0
1018,962,818343,2013-08-11 19:30:03,2013-08-11 19:30:03,0
1018,962,831087,2013-01-03 14:27:55,2013-01-03 14:27:55,0
1018,962,883111,2013-11-29 16:44:13,2014-03-11 01:07:52,101
1018,962,884773,2012-10-09 22:09:07,2012-10-09 22:09:07,0
1018,962,884806,2012-11-01 08:29:33,2012-11-01 08:29:33,0
1018,962,929884,2013-05-24 17:34:38,2013-05-24 17:34:38,0
1018,962,931422,2013-02-21 16:44:22,2013-02-21 16:44:22,0
1018,962,959681,2014-02-03 20:53:29,2014-02-03 20:53:29,0
1018,962,966079,2013-12-26 03:08:10,2014-02-04 01:56:21,39
1018,962,975666,2013-12-12 21:16:08,2014-03-11 01:07:52,88
1018,962,976281,2012-12-20 22:29:45,2012-12-20 22:29:45,0
1018,962,1094566,2013-04-30 04:25:23,2013-05-14 03:10:07,13
1018,962,1149611,2012-12-04 10:12:10,2012-12-04 10:12:10,0
1018,962,1200601,2013-12-10 05:01:25,2013-12-10 05:01:25,0
1018,962,1200952,2013-11-21 10:04:39,2014-03-11 01:07:52,109
1018,962,1236618,2014-02-22 15:02:10,2014-02-22 15:02:10,0
1018,962,1249760,2013-08-12 22:01:05,2013-08-12 22:01:05,0
1018,962,1303874,2013-01-12 04:02:56,2013-01-12 04:02:56,0
1018,962,1420964,2013-10-22 02:08:28,2013-10-22 02:08:28,0
1018,962,1441352,2013-01-26 23:07:09,2013-01-26 23:07:09,0
1018,962,1504640,2013-10-26 20:13:56,2013-10-26 20:13:56,0
1018,962,1530004,2013-03-02 18:08:08,2014-03-11 01:07:52,373
1018,962,1575077,2013-03-08 11:07:27,2013-03-08 11:07:27,0
1018,962,1721546,2013-03-28 14:19:10,2013-03-28 14:19:10,0
1018,962,1767861,2013-06-04 15:01:14,2013-06-04 15:01:14,0
1018,962,1786383,2013-03-26 15:14:52,2013-03-26 15:14:52,0
1018,962,1798463,2013-06-12 22:51:17,2013-06-12 22:51:17,0
1018,962,1813441,2013-04-14 01:48:00,2013-04-14 19:44:40,0
1018,962,1819502,2013-04-09 20:36:34,2013-04-09 20:36:34,0
1018,962,1836290,2014-02-06 06:29:58,2014-02-06 06:29:58,0
1018,962,1946486,2013-08-14 23:15:49,2013-08-14 23:15:49,0
1018,962,1946887,2014-02-02 23:39:43,2014-02-02 23:39:43,0
1018,962,1956414,2014-02-03 12:47:29,2014-03-11 01:07:52,35
1018,962,1969795,2013-05-25 03:49:49,2013-05-25 04:01:25,0
1018,962,2013105,2013-05-08 12:10:07,2013-05-08 12:10:07,0
1018,962,2017368,2013-05-22 14:22:21,2013-05-22 14:22:21,0
1018,962,2019222,2013-05-23 01:04:36,2013-05-23 01:04:36,0
1018,962,2054114,2013-11-20 18:10:41,2013-11-20 18:10:41,0
1018,962,2354983,2012-11-09 11:30:05,2012-11-09 11:30:05,0
1018,962,2452104,2013-08-20 12:31:40,2013-08-20 12:31:40,0
1018,962,2832618,2013-11-22 02:49:41,2014-03-11 01:07:52,108
1018,962,3143231,2013-12-27 19:39:55,2013-12-27 19:39:55,0
1018,962,3401881,2014-02-10 21:41:03,2014-02-10 21:41:03,0
1018,963,969,2012-07-04 00:30:53,2012-07-20 20:07:16,16
1018,963,974,2010-08-05 04:15:20,2015-01-19 15:53:56,1628
1018,963,992,2014-02-27 02:14:14,2015-06-04 09:24:06,462
1018,963,995,2010-05-23 22:48:50,2014-05-06 01:20:40,1443
1018,963,999,2010-06-12 11:40:24,2011-07-30 03:28:12,412
1018,963,1001,2012-10-30 15:42:44,2012-10-30 15:42:44,0
1018,963,1003,2011-08-17 10:06:41,2014-08-07 18:56:34,1086
1018,963,1005,2011-05-20 23:38:49,2011-06-15 19:47:25,25
1018,963,1199,2012-09-10 02:04:37,2014-06-09 01:58:53,636
1018,963,1276,2010-08-23 08:55:22,2011-02-20 01:00:05,180
1018,963,1327,2010-11-07 04:34:23,2010-11-07 04:34:23,0
1018,963,1361,2011-09-19 13:33:21,2011-10-01 11:54:55,11
1018,963,1563,2010-06-29 03:33:21,2010-06-29 03:33:21,0
1018,963,1565,2010-10-12 06:19:44,2010-10-12 06:19:44,0
1018,963,1831,2012-07-24 16:40:58,2014-03-30 22:25:41,614
1018,963,1954,2010-05-23 22:48:50,2011-12-31 03:45:55,586
1018,963,2122,2010-09-15 16:52:23,2010-09-15 16:52:23,0
1018,963,2302,2010-12-21 05:35:40,2010-12-21 05:35:40,0
1018,963,2907,2011-10-14 07:42:18,2011-10-27 14:42:10,13
1018,963,3080,2010-05-23 22:48:50,2011-02-10 11:18:13,262
1018,963,3164,2011-05-28 17:04:36,2011-05-28 17:04:36,0
1018,963,3215,2012-11-27 14:52:49,2013-05-25 20:03:02,179
1018,963,3854,2011-09-15 21:22:05,2011-09-15 21:22:05,0
1018,963,3941,2014-01-21 22:24:58,2014-01-21 22:24:58,0
1018,963,4130,2013-03-01 20:09:36,2013-03-01 20:09:36,0
1018,963,4360,2011-11-04 01:26:03,2012-03-28 06:38:52,145
1018,963,4476,2010-12-24 23:40:48,2010-12-24 23:40:48,0
1018,963,4725,2012-08-29 18:52:55,2012-08-29 18:52:55,0
1018,963,4751,2015-02-08 22:45:03,2015-02-08 22:45:03,0
1018,963,4796,2014-06-05 00:26:34,2015-01-06 20:48:06,215
1018,963,5064,2011-02-02 11:09:02,2011-02-02 11:09:02,0
1018,963,5305,2011-11-13 09:39:24,2014-08-04 10:44:06,995
1018,963,5364,2011-09-23 17:18:55,2011-09-28 19:03:42,5
1018,963,6216,2012-03-04 21:19:06,2012-03-04 21:19:06,0
1018,963,6221,2011-11-26 13:23:06,2013-07-05 03:57:13,586
1018,963,6290,2010-05-23 22:48:50,2011-02-18 07:41:13,270
1018,963,6396,2012-07-09 18:05:46,2015-01-26 21:01:01,931
1018,963,6400,2010-10-13 11:45:37,2014-03-25 20:48:57,1259
1018,963,6407,2012-07-03 21:21:37,2012-07-03 21:21:37,0
1018,963,6408,2010-05-24 01:04:36,2014-12-25 22:11:42,1676
1018,963,6409,2011-02-05 12:07:28,2013-03-14 14:57:13,768
1018,963,6418,2012-03-28 19:26:10,2014-10-23 02:48:35,938
1018,963,6423,2012-07-13 23:18:52,2012-07-13 23:18:52,0
1018,963,6426,2012-06-24 04:03:00,2012-06-24 04:03:00,0
1018,963,6442,2012-09-18 09:21:38,2012-09-18 18:26:08,0
1018,963,6448,2012-01-18 02:22:06,2012-01-18 02:22:06,0
1018,963,6858,2010-05-23 22:48:50,2010-10-28 12:02:44,157
1018,963,6898,2011-03-30 19:05:56,2011-03-30 19:05:56,0
1018,963,6993,2011-08-23 21:31:55,2011-11-04 13:22:18,72
1018,963,7095,2010-12-19 05:57:42,2011-09-17 21:44:53,272
1018,963,7257,2015-05-30 03:46:12,2015-06-09 14:11:28,10
1018,963,7262,2011-11-10 09:10:03,2011-11-10 09:10:03,0
1018,963,8209,2013-01-12 04:59:57,2014-11-03 23:29:28,660
1018,963,8260,2011-10-03 03:57:53,2011-10-03 03:57:53,0
1018,963,8267,2010-05-23 22:48:50,2011-08-29 00:51:40,462
1018,963,8335,2011-05-16 02:08:24,2012-03-09 15:35:39,298
1018,963,8835,2010-08-06 20:17:45,2012-10-29 21:23:10,815
1018,963,8938,2011-09-02 21:53:49,2011-09-02 21:53:49,0
1018,963,8961,2010-10-29 15:07:27,2012-05-21 19:09:40,570
1018,963,9139,2010-11-21 22:22:34,2010-11-21 22:22:34,0
1018,963,9211,2013-04-26 23:14:39,2013-04-26 23:14:39,0
1018,963,9215,2013-04-08 16:59:15,2014-07-10 19:43:08,458
1018,963,9326,2013-03-08 18:41:28,2014-05-23 14:57:16,440
1018,963,9779,2012-03-22 17:08:15,2013-08-24 23:46:31,520
1018,963,9821,2011-07-14 11:17:40,2011-07-14 13:17:40,0
1018,963,9858,2013-07-27 11:13:55,2013-07-27 11:13:55,0
1018,963,9930,2011-03-18 21:02:14,2014-07-01 06:44:09,1200
1018,963,9972,2012-04-06 20:41:59,2012-04-06 20:41:59,0
1018,963,10047,2012-02-10 06:58:58,2014-12-03 21:08:42,1027
1018,963,10058,2012-04-16 07:24:25,2014-08-08 17:49:24,844
1018,963,10108,2011-12-20 04:57:45,2012-02-16 07:47:23,58
1018,963,10160,2013-10-17 00:11:19,2013-10-17 00:11:19,0
1018,963,10978,2011-06-27 17:25:05,2011-06-27 17:42:11,0
1018,963,11032,2010-05-23 22:48:50,2014-01-23 14:59:21,1340
1018,963,11042,2011-04-21 11:43:12,2011-04-21 11:43:12,0
1018,963,11201,2010-10-23 19:12:12,2010-10-23 19:12:12,0
1018,963,11306,2010-10-05 16:22:21,2010-10-05 16:22:21,0
1018,963,11626,2010-06-28 03:05:22,2010-06-29 10:24:43,1
1018,963,11855,2010-07-11 22:53:41,2010-07-11 22:53:41,0
1018,963,11961,2013-11-06 11:58:03,2014-04-29 01:40:40,173
1018,963,12017,2011-09-10 14:55:58,2011-09-10 14:55:58,0
1018,963,12035,2010-05-23 22:48:50,2010-10-26 00:44:48,155
1018,963,12548,2012-04-12 10:29:15,2012-04-12 10:29:15,0
1018,963,12573,2012-12-17 05:23:23,2012-12-17 05:23:23,0
1018,963,12662,2012-09-05 19:44:15,2013-10-29 19:49:41,419
1018,963,12803,2014-07-02 13:24:17,2014-07-02 16:31:16,0
1018,963,13395,2010-05-23 22:48:50,2012-04-03 00:14:52,680
1018,963,13567,2013-12-11 15:14:10,2013-12-11 15:14:10,0
1018,963,13691,2012-01-31 00:39:25,2012-02-04 01:52:24,4
1018,963,13798,2013-07-04 16:52:14,2013-07-04 16:52:14,0
